VName,Filter,HJD,mag_s,mag_i,e_mag_i,Fref,e_Fref,DFlux,e_DFlux,p
"V4 ",V,2456160.79452,20.156,19.293,0.034,158900.0,10930.0,159.785,29870.0,4.8499
"V4 ",V,2456160.79597,19.656,18.79,0.033,158900.0,10930.0,713.16,46170.0,4.8905
"V4 ",V,2456160.8037,20.29,19.428,0.041,158900.0,10930.0,48.54,30025.0,4.6142
"V4 ",V,2456160.80514,20.188,19.325,0.038,158900.0,10930.0,124.415,29845.0,4.5524
"V4 ",V,2456160.81337,20.167,19.304,0.098,158900.0,10930.0,48.315,26730.0,1.5627
"V4 ",V,2456160.81482,20.093,19.23,0.123,158900.0,10930.0,49.525,25485.0,1.1164
"V4 ",V,2456160.82192,20.174,19.311,0.192,158900.0,10930.0,23.525,26045.0,0.7916
"V4 ",V,2456160.82337,19.823,18.958,0.1,158900.0,10930.0,115.82,26915.0,1.1337
"V4 ",V,2456160.83235,19.933,19.069,0.046,158900.0,10930.0,231.615,30255.0,3.0121
"V4 ",V,2456160.8338,19.8,18.936,0.041,158900.0,10930.0,327.05,30705.0,3.0378
"V4 ",V,2456160.84151,19.855,18.99,0.03,158900.0,10930.0,424.075,32100.0,4.4861
"V4 ",V,2456160.84296,19.875,19.011,0.03,158900.0,10930.0,424.36,32530.0,4.7277
"V4 ",V,2456160.85051,19.942,19.078,0.033,158900.0,10930.0,343.35,32570.0,4.5794
"V4 ",V,2456160.85196,20.024,19.16,0.034,158900.0,10930.0,264.08,31670.0,4.5687
"V4 ",V,2456160.86016,20.253,19.39,0.057,158900.0,10930.0,52.145,29265.0,3.1646
"V4 ",V,2456160.86161,20.406,19.544,0.088,158900.0,10930.0,-15.54,28845.0,2.3402
"V4 ",V,2456160.87091,20.72,19.859,0.096,158900.0,10930.0,-129.85,29065.0,2.8831
"V4 ",V,2456160.87235,20.753,19.893,0.142,158900.0,10930.0,-94.325,28005.0,1.9441
"V4 ",V,2456160.878,20.812,19.952,0.118,158900.0,10930.0,-140.22,29300.0,2.5784
"V4 ",V,2456160.87944,20.694,19.833,0.169,158900.0,10930.0,-75.555,32150.0,1.7875
"V4 ",V,2456161.76452,20.126,19.262,0.056,158900.0,10930.0,96.87,25715.0,2.5248
"V4 ",V,2456161.76563,20.053,19.189,0.053,158900.0,10930.0,134.005,26425.0,2.5691
"V4 ",V,2456161.76934,20.111,19.248,0.056,158900.0,10930.0,103.175,26125.0,2.518
"V4 ",V,2456161.77045,20.004,19.14,0.04,158900.0,10930.0,203.145,27335.0,3.2831
"V4 ",V,2456161.774,20.004,19.14,0.072,158900.0,10930.0,118.915,28085.0,1.9209
"V4 ",V,2456161.77509,19.878,19.013,0.065,158900.0,10930.0,159.345,26490.0,1.7861
"V4 ",V,2456161.77894,19.783,18.919,0.067,158900.0,10930.0,171.945,25500.0,1.5372
"V4 ",V,2456161.78005,19.367,18.5,0.071,158900.0,10930.0,336.465,36590.0,1.4063
"V4 ",V,2456161.7841,19.867,19.003,0.083,158900.0,10930.0,122.05,25260.0,1.3309
"V4 ",V,2456161.78521,19.839,18.975,0.082,158900.0,10930.0,127.375,25150.0,1.2967
"V4 ",V,2456161.78888,19.658,18.793,0.065,158900.0,10930.0,203.01,25375.0,1.3993
"V4 ",V,2456161.78998,19.801,18.936,0.081,158900.0,10930.0,138.615,25320.0,1.2883
"V4 ",V,2456161.79361,19.721,18.856,0.056,158900.0,10930.0,229.32,26345.0,1.7912
"V4 ",V,2456161.79471,19.764,18.899,0.067,158900.0,10930.0,179.81,26170.0,1.5389
"V4 ",V,2456161.79825,19.853,18.989,0.086,158900.0,10930.0,118.26,25075.0,1.2463
"V4 ",V,2456161.79935,19.88,19.016,0.076,158900.0,10930.0,131.265,25595.0,1.4814
"V4 ",V,2456161.80282,19.676,18.811,0.077,158900.0,10930.0,169.785,25395.0,1.2119
"V4 ",V,2456161.80392,19.973,19.109,0.107,158900.0,10930.0,76.215,24745.0,1.1154
"V4 ",V,2456161.80743,20.025,19.162,0.087,158900.0,10930.0,84.405,25390.0,1.4671
"V4 ",V,2456161.80853,20.132,19.269,0.096,158900.0,10930.0,54.48,25355.0,1.4637
"V4 ",V,2456161.81196,20.246,19.384,0.09,158900.0,10930.0,30.615,25415.0,1.7489
"V4 ",V,2456161.81307,20.253,19.39,0.109,158900.0,10930.0,23.915,25475.0,1.4518
"V4 ",V,2456161.81705,20.302,19.439,0.055,158900.0,10930.0,26.865,26450.0,3.0715
"V4 ",V,2456161.81815,20.364,19.501,0.062,158900.0,10930.0,-1.735,26105.0,2.8827
"V4 ",V,2456161.82166,20.589,19.728,0.078,158900.0,10930.0,-84.835,25705.0,2.7912
"V4 ",V,2456161.82277,20.47,19.608,0.062,158900.0,10930.0,-49.575,26710.0,3.2176
"V4 ",V,2456161.8263,20.676,19.815,0.1,158900.0,10930.0,-95.365,25925.0,2.3657
"V4 ",V,2456161.8274,20.581,19.72,0.098,158900.0,10930.0,-64.095,25475.0,2.1744
"V4 ",V,2456161.83089,20.931,20.071,0.126,158900.0,10930.0,-158.61,26510.0,2.4307
"V4 ",V,2456161.832,20.832,19.972,0.102,158900.0,10930.0,-149.845,25730.0,2.6642
"V4 ",V,2456161.83562,20.959,20.099,0.217,158900.0,10930.0,-103.75,27865.0,1.534
"V4 ",V,2456161.83672,20.668,19.807,0.191,158900.0,10930.0,-53.195,28120.0,1.348
"V4 ",V,2456161.84019,21.204,20.346,0.625,158900.0,10930.0,-49.22,23735.0,0.5712
"V4 ",V,2456161.8413,20.679,19.818,0.153,158900.0,10930.0,-65.685,26745.0,1.6146
"V4 ",V,2456161.84507,22.068,21.214,4.614,158900.0,10930.0,-29.395,32150.0,0.2329
"V4 ",V,2456161.84652,20.887,20.027,1.082,158900.0,10930.0,-19.82,31000.0,0.3229
"V4 ",V,2456161.85214,21.938,21.083,1.394,158900.0,10930.0,-85.3,32935.0,0.6991
"V4 ",V,2456161.85359,20.258,19.395,0.974,158900.0,10930.0,3.585,35745.0,0.2298
"V4 ",V,2456168.72569,20.744,19.884,0.165,158900.0,10930.0,-245.8,87275.0,5.1637
"V4 ",V,2456168.72935,20.55,19.688,0.179,158900.0,10930.0,-79.215,67670.0,3.0874
"V4 ",V,2456168.73111,20.876,20.016,0.302,158900.0,10930.0,-153.5,69595.0,2.5427
"V4 ",V,2456168.74571,20.661,19.801,0.336,158900.0,10930.0,-92.945,89135.0,2.3993
"V4 ",V,2456168.74659,20.38,19.518,0.279,158900.0,10930.0,-6.98,93745.0,2.3367
"V4 ",V,2456168.74921,20.399,19.537,0.25,158900.0,10930.0,-14.07,86250.0,2.446
"V4 ",V,2456168.75009,20.064,19.201,0.287,158900.0,10930.0,105.31,116640.0,2.1102
"V4 ",V,2456168.75272,19.946,19.082,0.178,158900.0,10930.0,177.885,91845.0,2.4007
"V4 ",V,2456168.75359,20.213,19.35,0.237,158900.0,10930.0,55.07,94940.0,2.3864
"V4 ",V,2456168.75622,20.374,19.512,0.336,158900.0,10930.0,-4.815,107205.0,2.2177
"V4 ",V,2456168.75709,19.822,18.958,0.184,158900.0,10930.0,233.305,100930.0,2.2812
"V4 ",V,2456168.75971,19.848,18.984,0.202,158900.0,10930.0,215.275,106585.0,2.2405
"V4 ",V,2456168.76059,19.985,19.121,0.201,158900.0,10930.0,154.37,97755.0,2.3479
"V4 ",V,2456168.76323,19.887,19.023,0.213,158900.0,10930.0,192.68,107105.0,2.2128
"V4 ",V,2456168.7641,20.096,19.233,0.256,158900.0,10930.0,95.655,104755.0,2.1841
"V4 ",V,2456168.76674,20.035,19.171,0.269,158900.0,10930.0,116.57,111570.0,2.0967
"V4 ",V,2456168.76761,19.956,19.091,0.27,158900.0,10930.0,146.075,116700.0,2.0288
"V4 ",V,2456168.77024,20.068,19.205,0.435,158900.0,10930.0,82.335,141025.0,1.6775
"V4 ",V,2456168.77111,19.574,18.708,0.325,158900.0,10930.0,263.355,153360.0,1.551
"V4 ",V,2456168.77373,19.71,18.845,0.292,158900.0,10930.0,223.19,133330.0,1.7045
"V4 ",V,2456168.77461,19.69,18.825,0.268,158900.0,10930.0,244.85,131190.0,1.7964
"V4 ",V,2456168.77725,19.386,18.519,0.212,158900.0,10930.0,408.825,135295.0,1.7598
"V4 ",V,2456168.77812,19.858,18.994,0.372,158900.0,10930.0,151.84,140480.0,1.6193
"V4 ",V,2456168.78076,19.713,18.847,0.205,158900.0,10930.0,274.015,114880.0,2.1043
"V4 ",V,2456168.78163,19.891,19.026,0.227,158900.0,10930.0,187.785,111315.0,2.1759
"V4 ",V,2456168.78426,19.861,18.997,0.183,158900.0,10930.0,215.935,98755.0,2.3202
"V4 ",V,2456168.78513,19.765,18.9,0.18,158900.0,10930.0,264.88,104310.0,2.2736
"V4 ",V,2456168.78775,19.737,18.872,0.189,158900.0,10930.0,274.775,109765.0,2.2213
"V4 ",V,2456168.78863,19.593,18.727,0.182,158900.0,10930.0,351.275,115705.0,2.1415
"V4 ",V,2456168.79127,19.402,18.536,0.107,158900.0,10930.0,561.89,93140.0,2.4819
"V4 ",V,2456168.79214,19.519,18.653,0.116,158900.0,10930.0,462.305,91535.0,2.4748
"V4 ",V,2456168.79478,19.507,18.641,0.11,158900.0,10930.0,474.62,87940.0,2.4867
"V4 ",V,2456168.79565,19.324,18.457,0.145,158900.0,10930.0,549.07,119215.0,2.1504
"V4 ",V,2456168.79828,19.481,18.615,0.147,158900.0,10930.0,453.945,110240.0,2.2776
"V4 ",V,2456168.79915,19.726,18.861,0.184,158900.0,10930.0,284.77,109280.0,2.249
"V4 ",V,2456168.80178,19.64,18.775,0.161,158900.0,10930.0,345.51,105850.0,2.2996
"V4 ",V,2456168.80265,19.666,18.801,0.151,158900.0,10930.0,340.635,100200.0,2.3848
"V4 ",V,2456168.80529,19.551,18.685,0.117,158900.0,10930.0,437.015,89790.0,2.47
"V4 ",V,2456168.80617,19.337,18.47,0.096,158900.0,10930.0,621.27,89725.0,2.4815
"V4 ",V,2456168.8088,19.51,18.644,0.112,158900.0,10930.0,471.68,88975.0,2.4839
"V4 ",V,2456168.80967,19.484,18.618,0.11,158900.0,10930.0,491.12,89375.0,2.4781
"V4 ",V,2456168.8123,19.418,18.552,0.105,158900.0,10930.0,545.285,90600.0,2.4701
"V4 ",V,2456168.81317,19.668,18.802,0.134,158900.0,10930.0,353.72,91650.0,2.4831
"V4 ",V,2456168.81579,19.891,19.027,0.162,158900.0,10930.0,212.19,90140.0,2.4635
"V4 ",V,2456168.81667,19.777,18.912,0.149,158900.0,10930.0,278.395,91855.0,2.4551
"V4 ",V,2456168.81931,19.835,18.97,0.175,158900.0,10930.0,237.935,99710.0,2.3977
"V4 ",V,2456168.82018,19.959,19.095,0.182,158900.0,10930.0,175.63,94075.0,2.4627
"V4 ",V,2456168.82281,19.848,18.983,0.18,158900.0,10930.0,225.08,98565.0,2.3391
"V4 ",V,2456168.82369,19.923,19.058,0.179,158900.0,10930.0,186.005,92380.0,2.3504
"V4 ",V,2456168.82632,20.36,19.498,0.377,158900.0,10930.0,-0.26,112055.0,2.0307
"V4 ",V,2456168.82719,19.619,18.754,0.176,158900.0,10930.0,331.45,108055.0,2.1208
"V4 ",V,2456168.82981,20.75,19.89,1.065,158900.0,10930.0,-65.155,147645.0,1.3515
"V4 ",V,2456168.83069,20.453,19.591,0.785,158900.0,10930.0,-18.275,146600.0,1.3905
"V4 ",V,2456168.83333,19.818,18.954,0.335,158900.0,10930.0,172.52,135090.0,1.6705
"V4 ",V,2456168.8342,22.422,21.569,3.093,158900.0,10930.0,-249.695,124210.0,1.845
"V4 ",V,2456168.83684,21.274,20.416,1.02,158900.0,10930.0,-169.145,119930.0,1.8649
"V4 ",V,2456168.83771,19.475,18.609,0.51,158900.0,10930.0,199.35,166280.0,0.9912
"V4 ",V,2456168.84034,20.265,19.402,0.458,158900.0,10930.0,26.21,131735.0,1.807
"V4 ",V,2456168.84121,20.175,19.312,0.48,158900.0,10930.0,48.84,137835.0,1.6501
"V4 ",V,2456168.84383,20.575,19.714,0.441,158900.0,10930.0,-60.525,111550.0,2.1069
"V4 ",V,2456168.84471,21.446,20.589,0.772,158900.0,10930.0,-231.68,95125.0,2.2995
"V4 ",V,2456168.85534,20.585,19.724,0.351,158900.0,10930.0,-66.415,92400.0,2.2148
"V4 ",V,2456168.85621,21.05,20.191,0.718,158900.0,10930.0,-149.11,109535.0,1.9872
"V4 ",V,2456168.85885,20.769,19.908,0.486,158900.0,10930.0,-104.9,101135.0,2.0951
"V4 ",V,2456168.85972,20.688,19.827,0.332,158900.0,10930.0,-95.2,82005.0,2.2856
"V4 ",V,2456190.75585,19.683,18.818,0.024,158900.0,10930.0,1016.49,48015.0,7.3566
"V4 ",V,2456190.75672,19.654,18.788,0.042,158900.0,10930.0,354.195,28955.0,2.4192
"V4 ",V,2456190.75933,19.722,18.856,0.047,158900.0,10930.0,308.57,29740.0,2.4146
"V4 ",V,2456190.7602,19.672,18.807,0.048,158900.0,10930.0,341.505,32090.0,2.4171
"V4 ",V,2456190.7628,19.743,18.878,0.054,158900.0,10930.0,294.39,33870.0,2.4088
"V4 ",V,2456190.76368,19.793,18.928,0.046,158900.0,10930.0,263.29,27385.0,2.4042
"V4 ",V,2456190.76628,19.65,18.784,0.039,158900.0,10930.0,351.09,26360.0,2.381
"V4 ",V,2456190.76715,19.805,18.94,0.044,158900.0,10930.0,254.055,25795.0,2.3861
"V4 ",V,2456190.76977,19.81,18.945,0.044,158900.0,10930.0,249.81,25860.0,2.374
"V4 ",V,2456190.77063,19.839,18.975,0.046,158900.0,10930.0,232.935,25790.0,2.3716
"V4 ",V,2456190.77632,19.989,19.125,0.058,158900.0,10930.0,153.505,28425.0,2.3624
"V4 ",V,2456190.77718,19.954,19.09,0.055,158900.0,10930.0,171.105,27680.0,2.3636
"V4 ",V,2456190.7798,20.073,19.21,0.068,158900.0,10930.0,113.7,30535.0,2.3591
"V4 ",V,2456190.78066,20.066,19.203,0.064,158900.0,10930.0,116.455,28920.0,2.3526
"V4 ",V,2456190.78326,20.322,19.46,0.084,158900.0,10930.0,13.085,29775.0,2.3436
"V4 ",V,2456190.78413,20.223,19.36,0.071,158900.0,10930.0,50.075,27785.0,2.3375
"V4 ",V,2456190.78673,20.311,19.448,0.083,158900.0,10930.0,16.98,29695.0,2.3261
"V4 ",V,2456190.7876,20.254,19.391,0.085,158900.0,10930.0,37.985,31755.0,2.3219
"V4 ",V,2456190.79021,20.312,19.45,0.085,158900.0,10930.0,16.41,29940.0,2.3109
"V4 ",V,2456190.79107,20.374,19.512,0.084,158900.0,10930.0,-4.945,27925.0,2.3068
"V4 ",V,2456190.79368,20.345,19.483,0.086,158900.0,10930.0,4.77,29185.0,2.2898
"V4 ",V,2456190.79455,20.576,19.715,0.106,158900.0,10930.0,-66.095,29210.0,2.2921
"V4 ",V,2456190.79715,20.356,19.493,0.104,158900.0,10930.0,1.265,34695.0,2.2791
"V4 ",V,2456190.79802,20.592,19.731,0.134,158900.0,10930.0,-69.925,35845.0,2.2747
"V4 ",V,2456190.80062,20.469,19.607,0.114,158900.0,10930.0,-34.7,33975.0,2.2612
"V4 ",V,2456190.80149,20.616,19.755,0.126,158900.0,10930.0,-75.83,32780.0,2.256
"V4 ",V,2456190.80409,20.51,19.648,0.102,158900.0,10930.0,-46.2,29100.0,2.2392
"V4 ",V,2456190.80496,20.538,19.677,0.111,158900.0,10930.0,-54.14,30770.0,2.2338
"V4 ",V,2456190.80757,20.415,19.553,0.122,158900.0,10930.0,-17.8,37620.0,2.2202
"V4 ",V,2456190.80842,20.689,19.828,0.158,158900.0,10930.0,-92.365,37670.0,2.2144
"V4 ",V,2456190.81103,20.866,20.006,0.176,158900.0,10930.0,-130.335,35495.0,2.1934
"V4 ",V,2456190.81189,20.719,19.859,0.157,158900.0,10930.0,-98.505,36145.0,2.1881
"V4 ",V,2456190.81451,20.604,19.743,0.155,158900.0,10930.0,-69.69,39260.0,2.1681
"V4 ",V,2456190.81538,20.977,20.117,0.206,158900.0,10930.0,-149.605,36895.0,2.1633
"V4 ",V,2456190.81799,20.624,19.763,0.154,158900.0,10930.0,-73.82,37690.0,2.1397
"V4 ",V,2456190.81885,20.596,19.735,0.145,158900.0,10930.0,-66.585,36400.0,2.1337
"V4 ",V,2456190.82147,20.525,19.664,0.144,158900.0,10930.0,-47.77,38040.0,2.1116
"V4 ",V,2456190.82233,20.82,19.96,0.191,158900.0,10930.0,-115.95,38350.0,2.1021
"V4 ",V,2456190.82494,20.492,19.63,0.135,158900.0,10930.0,-38.03,36375.0,2.0766
"V4 ",V,2456190.8258,20.763,19.903,0.178,158900.0,10930.0,-102.365,37075.0,2.0663
"V4 ",I,2455770.83621,16.912,17.084,0.025,178005.0,12860.0,205.195,5355.0,0.1593
"V4 ",I,2455770.83726,16.933,17.106,0.025,178005.0,12860.0,200.68,5315.0,0.1593
"V4 ",I,2455770.83844,16.931,17.103,0.025,178005.0,12860.0,201.115,5355.0,0.1592
"V4 ",I,2455770.83961,16.937,17.11,0.025,178005.0,12860.0,199.245,5325.0,0.1589
"V4 ",I,2455770.84078,16.931,17.104,0.025,178005.0,12860.0,201.325,5345.0,0.1594
"V4 ",I,2455770.84341,16.91,17.083,0.025,178005.0,12860.0,205.755,5440.0,0.1595
"V4 ",I,2455770.84446,16.934,17.107,0.025,178005.0,12860.0,200.275,5400.0,0.1592
"V4 ",I,2455770.84564,16.899,17.072,0.025,178005.0,12860.0,207.325,5475.0,0.1588
"V4 ",I,2455770.84681,16.949,17.122,0.026,178005.0,12860.0,196.645,5380.0,0.1588
"V4 ",I,2455770.84799,16.977,17.15,0.026,178005.0,12860.0,191.315,5320.0,0.1591
"V4 ",I,2455770.84916,16.899,17.072,0.025,178005.0,12860.0,207.875,5465.0,0.1592
"V4 ",I,2455770.85034,16.937,17.11,0.026,178005.0,12860.0,199.38,5395.0,0.1589
"V4 ",I,2455770.85152,16.986,17.159,0.027,178005.0,12860.0,189.07,5430.0,0.1588
"V4 ",I,2455770.85269,16.941,17.113,0.026,178005.0,12860.0,198.235,5375.0,0.1586
"V4 ",I,2455770.85387,16.921,17.094,0.025,178005.0,12860.0,202.335,5420.0,0.1586
"V4 ",I,2455770.85505,16.912,17.084,0.025,178005.0,12860.0,204.96,5445.0,0.1591
"V4 ",I,2455770.85622,16.957,17.13,0.026,178005.0,12860.0,195.17,5385.0,0.1589
"V4 ",I,2455770.8574,16.942,17.115,0.026,178005.0,12860.0,197.9,5400.0,0.1586
"V4 ",I,2455770.85857,16.97,17.143,0.026,178005.0,12860.0,192.905,5350.0,0.1592
"V4 ",I,2455770.85975,17.001,17.174,0.027,178005.0,12860.0,186.41,5350.0,0.159
"V4 ",I,2455770.86092,17.036,17.208,0.027,178005.0,12860.0,179.45,5240.0,0.1588
"V4 ",I,2455770.86209,17.02,17.193,0.027,178005.0,12860.0,182.015,5230.0,0.1585
"V4 ",I,2455770.86327,16.896,17.069,0.025,178005.0,12860.0,208.035,5480.0,0.1588
"V4 ",I,2455770.86445,16.944,17.117,0.026,178005.0,12860.0,197.135,5390.0,0.1583
"V4 ",I,2455770.89482,17.054,17.226,0.029,178005.0,12860.0,174.62,5420.0,0.1575
"V4 ",I,2455770.89589,17.035,17.208,0.029,178005.0,12860.0,178.01,5460.0,0.1574
"V4 ",I,2455770.89707,16.984,17.157,0.028,178005.0,12860.0,187.56,5545.0,0.1572
"V4 ",I,2455770.89825,16.989,17.162,0.028,178005.0,12860.0,187.02,5520.0,0.1575
"V4 ",I,2455770.89943,17.064,17.237,0.03,178005.0,12860.0,172.435,5495.0,0.1573
"V4 ",I,2455770.9006,17.047,17.22,0.029,178005.0,12860.0,175.005,5465.0,0.1568
"V4 ",I,2455770.90178,17.04,17.213,0.029,178005.0,12860.0,176.725,5465.0,0.1571
"V4 ",I,2455770.90295,17.034,17.207,0.029,178005.0,12860.0,177.68,5485.0,0.157
"V4 ",I,2455770.90413,17.061,17.234,0.029,178005.0,12860.0,172.27,5440.0,0.1567
"V4 ",I,2455770.9053,16.93,17.103,0.027,178005.0,12860.0,198.43,5585.0,0.157
"V4 ",I,2455770.90648,17.025,17.197,0.028,178005.0,12860.0,179.27,5470.0,0.1568
"V4 ",I,2455770.90766,16.982,17.155,0.027,178005.0,12860.0,186.855,5440.0,0.1562
"V4 ",I,2455770.90884,16.938,17.11,0.027,178005.0,12860.0,196.525,5535.0,0.1568
"V4 ",I,2455770.91001,16.944,17.117,0.027,178005.0,12860.0,195.48,5560.0,0.157
"V4 ",I,2455770.91119,16.941,17.114,0.027,178005.0,12860.0,195.41,5575.0,0.1565
"V4 ",I,2455770.91237,16.984,17.157,0.027,178005.0,12860.0,185.88,5460.0,0.1557
"V4 ",I,2455770.91355,17.035,17.208,0.029,178005.0,12860.0,177.08,5525.0,0.1566
"V4 ",I,2455770.91472,16.939,17.112,0.028,178005.0,12860.0,195.47,5705.0,0.1561
"V4 ",I,2455770.9159,17.048,17.221,0.03,178005.0,12860.0,174.055,5645.0,0.1561
"V4 ",I,2455770.91707,17.091,17.264,0.031,178005.0,12860.0,166.085,5550.0,0.1559
"V4 ",I,2455770.91825,16.958,17.131,0.027,178005.0,12860.0,191.265,5585.0,0.1559
"V4 ",I,2455770.91943,17.02,17.193,0.029,178005.0,12860.0,178.94,5515.0,0.1558
"V4 ",I,2455770.9206,16.964,17.136,0.028,178005.0,12860.0,189.905,5640.0,0.1557
"V4 ",I,2455770.92178,16.916,17.088,0.028,178005.0,12860.0,199.94,5850.0,0.1558
"V4 ",I,2455772.83939,18.298,18.472,0.051,178005.0,12860.0,72.405,6045.0,0.3141
"V4 ",I,2455772.84056,18.16,18.334,0.045,178005.0,12860.0,89.59,6000.0,0.3136
"V4 ",I,2455772.84186,18.271,18.445,0.05,178005.0,12860.0,75.39,6000.0,0.3131
"V4 ",I,2455772.84315,18.241,18.416,0.049,178005.0,12860.0,78.97,6080.0,0.313
"V4 ",I,2455772.84449,18.206,18.381,0.044,178005.0,12860.0,81.935,5635.0,0.3076
"V4 ",I,2455772.84586,18.173,18.347,0.043,178005.0,12860.0,86.86,5640.0,0.3099
"V4 ",I,2455772.84716,18.512,18.687,0.061,178005.0,12860.0,47.775,5925.0,0.3039
"V4 ",I,2455772.84846,18.157,18.331,0.047,178005.0,12860.0,89.785,6305.0,0.3127
"V4 ",I,2455772.84974,18.206,18.38,0.045,178005.0,12860.0,82.325,5755.0,0.3088
"V4 ",I,2455772.85104,18.187,18.361,0.047,178005.0,12860.0,85.645,6065.0,0.3119
"V4 ",I,2455772.85233,18.104,18.278,0.047,178005.0,12860.0,97.21,6620.0,0.3133
"V4 ",I,2455772.85362,18.231,18.405,0.049,178005.0,12860.0,80.275,6180.0,0.3129
"V4 ",I,2455772.91209,18.396,18.57,0.073,178005.0,12860.0,45.14,5750.0,0.2314
"V4 ",I,2455772.9132,18.442,18.616,0.071,178005.0,12860.0,41.37,5390.0,0.2303
"V4 ",I,2455772.91442,18.363,18.538,0.07,178005.0,12860.0,47.75,5700.0,0.2311
"V4 ",I,2455772.9169,18.454,18.629,0.077,178005.0,12860.0,39.895,5760.0,0.2273
"V4 ",I,2455772.91814,18.526,18.701,0.087,178005.0,12860.0,35.23,6090.0,0.2306
"V4 ",I,2455772.91937,18.605,18.78,0.101,178005.0,12860.0,29.865,6550.0,0.2303
"V4 ",I,2455772.9206,18.633,18.808,0.099,178005.0,12860.0,28.08,6265.0,0.2304
"V4 ",I,2455772.92183,18.265,18.439,0.073,178005.0,12860.0,55.835,6485.0,0.2298
"V4 ",I,2455772.92307,18.434,18.609,0.088,178005.0,12860.0,41.88,6710.0,0.2299
"V4 ",I,2455772.9243,18.384,18.559,0.094,178005.0,12860.0,45.64,7430.0,0.2292
"V4 ",I,2455772.92553,18.368,18.542,0.088,178005.0,12860.0,46.99,7045.0,0.2292
"V4 ",I,2455772.92677,18.512,18.687,0.094,178005.0,12860.0,36.05,6640.0,0.2293
"V4 ",I,2455772.928,18.453,18.628,0.082,178005.0,12860.0,40.3,6100.0,0.2292
"V4 ",I,2455772.92924,18.414,18.588,0.081,178005.0,12860.0,43.15,6250.0,0.2284
"V4 ",I,2455772.93048,18.493,18.668,0.085,178005.0,12860.0,37.395,6120.0,0.2293
"V4 ",I,2455776.797,18.853,19.028,0.056,178005.0,12860.0,31.385,6035.0,0.4704
"V4 ",I,2455776.7983,18.757,18.932,0.052,178005.0,12860.0,41.945,6180.0,0.4695
"V4 ",I,2455776.7997,18.774,18.949,0.051,178005.0,12860.0,40.09,5970.0,0.4699
"V4 ",I,2455776.80111,18.683,18.858,0.05,178005.0,12860.0,51.4,6250.0,0.4744
"V4 ",I,2455776.85839,19.4,19.575,0.101,178005.0,12860.0,-14.27,6530.0,0.4733
"V4 ",I,2455776.85967,19.238,19.413,0.088,178005.0,12860.0,-2.995,6625.0,0.4723
"V4 ",I,2455776.86109,19.361,19.537,0.101,178005.0,12860.0,-11.725,6745.0,0.4731
"V4 ",I,2455776.8625,19.308,19.484,0.096,178005.0,12860.0,-8.075,6715.0,0.4716
"V4 ",I,2455776.92388,18.865,19.04,0.078,178005.0,12860.0,29.61,8000.0,0.4615
"V4 ",I,2455776.92516,19.003,19.178,0.085,178005.0,12860.0,16.285,7720.0,0.4627
"V4 ",I,2455776.92657,18.846,19.021,0.08,178005.0,12860.0,31.345,8300.0,0.4592
"V4 ",I,2455776.92799,18.748,18.923,0.074,178005.0,12860.0,42.19,8410.0,0.4605
"V4 ",I,2455777.91239,18.839,19.014,0.074,178005.0,12860.0,32.165,7835.0,0.4605
"V4 ",I,2455777.91367,19.018,19.193,0.086,178005.0,12860.0,14.815,7695.0,0.4603
"V4 ",I,2455777.91508,19.085,19.261,0.097,178005.0,12860.0,8.985,8140.0,0.46
"V4 ",I,2455777.91649,19.169,19.345,0.101,178005.0,12860.0,2.23,7845.0,0.4598
"V4 ",I,2455779.77993,18.97,19.146,0.119,178005.0,12860.0,10.365,6010.0,0.2488
"V4 ",I,2455779.78122,18.966,19.141,0.148,178005.0,12860.0,8.57,6055.0,0.201
"V4 ",I,2455779.78262,18.902,19.077,0.103,178005.0,12860.0,15.94,6345.0,0.285
"V4 ",I,2455779.78403,18.735,18.91,0.085,178005.0,12860.0,28.76,6445.0,0.3033
"V4 ",I,2455779.78684,18.958,19.133,0.109,178005.0,12860.0,12.585,6345.0,0.2846
"V4 ",I,2455779.79492,18.991,19.166,0.081,178005.0,12860.0,15.695,6750.0,0.4173
"V4 ",I,2455779.7962,19.027,19.203,0.11,178005.0,12860.0,9.745,6785.0,0.3202
"V4 ",I,2455779.79763,18.86,19.036,0.075,178005.0,12860.0,26.19,6815.0,0.4024
"V4 ",I,2455779.80044,18.843,19.018,0.077,178005.0,12860.0,26.26,6720.0,0.3808
"V4 ",I,2455779.80185,18.956,19.132,0.084,178005.0,12860.0,16.955,6625.0,0.381
"V4 ",I,2455779.92785,19.159,19.335,0.106,178005.0,12860.0,2.94,8050.0,0.4477
"V4 ",I,2455779.92913,19.153,19.329,0.111,178005.0,12860.0,3.38,8485.0,0.4459
"V4 ",I,2455779.93055,19.059,19.235,0.096,178005.0,12860.0,10.9,8005.0,0.4469
"V4 ",I,2455779.93196,19.029,19.205,0.095,178005.0,12860.0,13.345,8105.0,0.4446
"V4 ",I,2455782.7821,18.872,19.047,0.079,178005.0,12860.0,29.46,8220.0,0.4713
"V4 ",I,2455782.78338,18.967,19.143,0.086,178005.0,12860.0,19.92,8270.0,0.4711
"V4 ",I,2455782.78478,19.006,19.181,0.088,178005.0,12860.0,16.245,8135.0,0.4703
"V4 ",I,2455782.78619,18.998,19.174,0.087,178005.0,12860.0,16.95,8125.0,0.4699
